time,id,x,y,energy,salt_need,alive,consumed_salt_id
7,46,12,68,1.0,0.0,True,0.0
7,48,46,84,0.9383640644465967,0.6100030416340556,True,
7,50,12,49,0.9524901967197824,0.42876276663338236,True,
7,51,10,18,0.9594276130838665,0.4578504590845466,True,
8,4,38,43,1.0,0.0,True,6.0
8,5,36,40,0.9952586657112702,0.02,True,6.0
8,8,28,89,1.0,0.0,True,7.0
8,9,12,46,0.9755035850767025,0.08,True,11.0
8,13,41,23,1.0,0.0,True,5.0
8,15,12,85,0.9345724101277545,0.5439583521102599,True,
8,16,26,68,1.0,0.0,True,1.0
8,23,69,67,0.9417028245213511,0.5805010836734266,True,
8,25,12,12,1.0,0.0,True,12.0
8,29,12,51,1.0,0.0,True,11.0
8,34,45,67,1.0,0.0,True,10.0
8,43,54,25,1.0,0.0,True,2.0
8,46,13,68,1.0,0.0,True,0.0
8,48,45,85,0.9295788992084685,0.6300030416340556,True,
8,51,10,18,0.9552343951321548,0.4778504590845466,True,
9,4,39,42,1.0,0.0,True,6.0
9,5,37,40,1.0,0.0,True,6.0
9,8,27,87,1.0,0.0,True,7.0
9,9,14,47,0.968573256753462,0.1,True,11.0
9,13,40,24,1.0,0.0,True,5.0
9,15,12,85,0.926095067953401,0.5639583521102599,True,
9,23,68,69,0.9368714785055118,0.6005010836734266,True,
9,25,11,12,1.0,0.0,True,12.0
9,29,14,51,1.0,0.0,True,11.0
9,34,44,67,1.0,0.0,True,10.0
9,43,55,26,1.0,0.0,True,2.0
9,46,13,69,1.0,0.0,True,0.0
9,51,10,17,0.9510411771804431,0.4978504590845466,True,
10,4,40,42,1.0,0.0,True,6.0
10,5,38,42,1.0,0.0,True,6.0
10,8,28,89,1.0,0.0,True,7.0
10,9,14,48,1.0,0.0,True,11.0
10,15,13,86,0.9176177257790475,0.5839583521102599,True,
10,23,68,68,0.9301667802580427,0.6205010836734266,True,
10,34,45,66,1.0,0.0,True,10.0
10,43,56,27,1.0,0.0,True,2.0
10,51,10,18,1.0,0.0,True,12.0
11,4,38,41,1.0,0.0,True,6.0
11,5,38,42,1.0,0.0,True,6.0
11,9,13,47,1.0,0.0,True,11.0
11,15,14,88,0.910229900161626,0.6039583521102599,True,
11,43,55,27,1.0,0.0,True,2.0
11,51,11,17,0.9958067820482883,0.02,True,12.0
12,4,39,41,1.0,0.0,True,6.0
12,5,38,41,1.0,0.0,True,6.0
12,9,15,49,1.0,0.0,True,11.0
12,43,55,25,1.0,0.0,True,2.0
12,51,10,16,1.0,0.0,True,12.0
13,4,40,41,1.0,0.0,True,6.0
13,9,15,50,1.0,0.0,True,11.0
13,43,56,26,1.0,0.0,True,2.0
13,51,12,16,1.0,0.0,True,12.0
14,4,40,40,1.0,0.0,True,6.0
14,9,17,51,1.0,0.0,True,11.0
14,51,10,16,1.0,0.0,True,12.0
15,4,39,40,1.0,0.0,True,6.0
15,9,17,52,1.0,0.0,True,11.0
15,51,9,16,1.0,0.0,True,12.0
16,4,39,41,1.0,0.0,True,6.0
16,9,15,50,1.0,0.0,True,11.0
16,51,11,16,1.0,0.0,True,12.0
17,4,38,42,1.0,0.0,True,6.0
17,9,17,50,1.0,0.0,True,11.0
17,51,11,14,1.0,0.0,True,12.0
18,4,37,43,1.0,0.0,True,6.0
18,9,16,50,1.0,0.0,True,11.0
18,51,10,13,1.0,0.0,True,12.0
19,4,38,42,1.0,0.0,True,6.0
19,9,17,51,1.0,0.0,True,11.0
19,51,12,12,1.0,0.0,True,12.0
20,4,38,42,1.0,0.0,True,6.0
20,9,15,51,1.0,0.0,True,11.0
20,51,11,11,1.0,0.0,True,12.0
21,4,37,42,1.0,0.0,True,6.0
21,51,12,11,1.0,0.0,True,12.0
22,51,11,11,1.0,0.0,True,12.0
23,51,12,11,1.0,0.0,True,12.0
24,51,12,11,1.0,0.0,True,12.0
25,51,12,11,1.0,0.0,True,12.0
